epoch,loss
0,0.00607994241336362
1,0.005896858062445302
2,0.005178506419098539
3,0.005263905407799474
4,0.004793704748309647
5,0.004887084179541824
6,0.004146893139350031
7,0.004257318602364356
8,0.004531383545948034
9,0.004438841824973373
10,0.0037006343511097536
11,0.0033968462024668443
12,0.003050139862095617
13,0.002969637184893325
14,0.0026799175976850555
15,0.0028312560654626274
16,0.0027566884705908833
17,0.0026123322336473395
18,0.0025478672625570374
19,0.0025175754826645518
20,0.002464642969778633
21,0.002517244276574194
22,0.002451344517066994
23,0.002486098007963409
24,0.002493871593968993
25,0.0025006223359739076
26,0.002524816291124773
27,0.0024719485102645154
28,0.0023874707456819203
29,0.0024769940802130937
30,0.0024557216987217954
31,0.0024239586987577135
32,0.0023531684333488716
33,0.002325233499518853
34,0.002366550039003782
35,0.0023155304138898127
36,0.002439650551717526
37,0.00221060679229611
38,0.00232758444351677
39,0.00230087196488611
40,0.0022803124776222556
41,0.0023134637716126652
42,0.0022675041690852753
43,0.002249963505161226
44,0.0022563035273141146
45,0.0022409001015641964
46,0.002314500299916168
47,0.002233400179934448
48,0.0023533122271807328
49,0.002196541554225353
50,0.002226070986698148
51,0.0022474242266953375
52,0.0022700980395848895
53,0.002207936321743738
54,0.0022496714555839178
55,0.0022156144637031747
56,0.0022103480213413666
57,0.002229088493949708
58,0.0021583889543179023
59,0.0022082989090125385
60,0.00221586948089063
61,0.002248912012007262
62,0.002255044353033211
63,0.002229938017998327
64,0.0022840242949906183
65,0.002271084366583724
66,0.002209444698756142
67,0.002190124624492939
68,0.002106291976480755
69,0.0021854700082679407
70,0.002196271250560963
71,0.002283900090039877
72,0.0022825414312732215
73,0.002203150313142789
74,0.0022711866529400875
75,0.0023357365371764033
76,0.0022248909544489086
77,0.0021834962576241512
78,0.0022283913962418606
79,0.0022629995354434117
80,0.002263575695138121
81,0.002308535463378303
82,0.002310424036303015
83,0.0022815076086237745
84,0.002246834767210772
85,0.0022345935115563875
86,0.0022625077096680053
87,0.0022020576711586242
88,0.002303054693355856
89,0.0023270259198362392
90,0.0022410806046475125
91,0.0022491365693990653
92,0.0022532541680824365
93,0.0021863530219543214
94,0.0021693560349821165
95,0.0021970834396618007
96,0.0022653614832472743
97,0.002224348901261674
98,0.002266328437726799
99,0.002310832402981333
